Vendor GSTIN,Vendor Name,Bill#,Bill Date,Item Total,IGST Amount,CGST Amount,SGST Amount,Cess,Bill Total,Destination State,Doc Type
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-10047,2026-08-09,66596.46,0.0,5993.68,5993.68,0.0,78583.82,27,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-10048,2026-08-14,235895.56,42461.2,0.0,0.0,0.0,278356.76,33,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10049,2026-08-12,33065.18,5951.73,0.0,0.0,0.0,39016.91,07,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10050,2026-08-09,188965.06,34013.71,0.0,0.0,0.0,222978.77,36,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-10051,2026-08-11,88342.99,15901.74,0.0,0.0,0.0,104244.73,03,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-10052,2026-08-07,43748.65,7874.76,0.0,0.0,0.0,51623.41,06,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10053,2026-08-12,219583.97,0.0,19762.56,19762.56,0.0,259109.09,27,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-10054,2026-08-09,191680.74,34502.53,0.0,0.0,0.0,226183.27,06,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-10055,2026-08-02,218277.05,39289.87,0.0,0.0,0.0,257566.92,33,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-10056,2026-08-14,161542.63,29077.67,0.0,0.0,0.0,190620.3,06,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-10057,2026-08-04,42445.62,7640.21,0.0,0.0,0.0,50085.83,19,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-10058,2026-08-03,137147.86,24686.61,0.0,0.0,0.0,161834.47,03,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-10059,2026-08-09,230030.91,41405.56,0.0,0.0,0.0,271436.47,03,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-10060,2026-08-06,124708.4,22447.51,0.0,0.0,0.0,147155.91,19,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-10061,2026-08-06,220286.86,39651.63,0.0,0.0,0.0,259938.49,24,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-10062,2026-08-13,80340.96,14461.37,0.0,0.0,0.0,94802.33,23,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10063,2026-08-04,220112.35,0.0,19810.11,19810.11,0.0,259732.57,27,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-10064,2026-08-02,184317.36,33177.12,0.0,0.0,0.0,217494.48,24,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-10065,2026-08-02,244606.2,44029.12,0.0,0.0,0.0,288635.32,23,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-10066,2026-08-13,35811.33,6446.04,0.0,0.0,0.0,42257.37,33,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10067,2026-08-08,236977.93,42656.03,0.0,0.0,0.0,279633.96,07,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10068,2026-08-05,134280.08,24170.41,0.0,0.0,0.0,158450.49,07,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-10069,2026-08-07,241268.91,43428.4,0.0,0.0,0.0,284697.31,19,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10070,2026-08-09,190039.97,34207.19,0.0,0.0,0.0,224247.16,36,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10071,2026-08-04,179672.5,0.0,16170.52,16170.52,0.0,212013.54,27,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10072,2026-08-11,164220.12,29559.62,0.0,0.0,0.0,193779.74,29,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-10073,2026-08-09,115614.1,0.0,10405.27,10405.27,0.0,136424.64,27,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10074,2026-08-04,20686.34,3723.54,0.0,0.0,0.0,24409.88,29,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10075,2026-08-10,140710.77,0.0,12663.97,12663.97,0.0,166038.71,27,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-10076,2026-08-04,6761.76,1217.12,0.0,0.0,0.0,7978.88,19,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10077,2026-08-11,19424.07,0.0,1748.17,1748.17,0.0,22920.41,27,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-10078,2026-08-01,215610.67,38809.92,0.0,0.0,0.0,254420.59,24,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-10079,2026-08-09,63311.14,11396.01,0.0,0.0,0.0,74707.15,24,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10080,2026-08-08,57488.02,10347.84,0.0,0.0,0.0,67835.86,07,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10081,2026-08-12,234200.99,42156.18,0.0,0.0,0.0,276357.17,07,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-10082,2026-08-10,120804.4,21744.79,0.0,0.0,0.0,142549.19,19,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-10083,2026-08-08,202836.76,36510.62,0.0,0.0,0.0,239347.38,03,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10084,2026-08-02,28748.05,5174.65,0.0,0.0,0.0,33922.7,29,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10085,2026-08-06,108776.76,19579.82,0.0,0.0,0.0,128356.58,29,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-10086,2026-08-14,183623.58,0.0,16526.12,16526.12,0.0,216675.82,27,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10087,2026-08-11,246120.48,44301.69,0.0,0.0,0.0,290422.17,07,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-10088,2026-08-01,103642.21,18655.6,0.0,0.0,0.0,122297.81,24,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-10089,2026-08-13,216109.77,38899.76,0.0,0.0,0.0,255009.53,24,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10090,2026-08-04,51601.18,9288.21,0.0,0.0,0.0,60889.39,29,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-10091,2026-08-03,108361.0,0.0,9752.49,9752.49,0.0,127865.98,27,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-10092,2026-08-08,66202.58,11916.46,0.0,0.0,0.0,78119.04,06,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10093,2026-08-02,113567.03,20442.07,0.0,0.0,0.0,134009.1,36,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-10094,2026-08-14,139829.7,25169.35,0.0,0.0,0.0,164999.05,23,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10095,2026-08-11,249824.2,0.0,22484.18,22484.18,0.0,294792.56,27,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-10096,2026-08-01,242404.08,43632.73,0.0,0.0,0.0,286036.81,23,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10097,2026-08-13,212930.45,38327.48,0.0,0.0,0.0,251257.93,36,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10098,2026-08-07,123982.08,22316.77,0.0,0.0,0.0,146298.85,07,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10099,2026-08-14,103254.87,18585.88,0.0,0.0,0.0,121840.75,29,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10100,2026-08-03,97848.41,0.0,8806.36,8806.36,0.0,115461.13,27,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10101,2026-08-05,231996.93,41759.45,0.0,0.0,0.0,273756.38,29,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-10102,2026-08-08,74886.06,13479.49,0.0,0.0,0.0,88365.55,03,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10103,2026-08-12,248878.56,0.0,22399.07,22399.07,0.0,293676.7,27,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-10104,2026-08-11,181010.03,32581.81,0.0,0.0,0.0,213591.84,33,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10105,2026-08-04,77693.42,13984.82,0.0,0.0,0.0,91678.24,07,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10106,2026-08-10,185255.61,0.0,16673.0,16673.0,0.0,218601.61,27,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10107,2026-08-12,81833.18,0.0,7364.99,7364.99,0.0,96563.16,27,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10108,2026-08-10,121813.19,0.0,10963.19,10963.19,0.0,143739.57,27,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10109,2026-08-14,135125.9,24322.66,0.0,0.0,0.0,159448.56,36,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10110,2026-08-09,24627.31,0.0,2216.46,2216.46,0.0,29060.23,27,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10111,2026-08-02,150783.6,27141.05,0.0,0.0,0.0,177924.65,07,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10112,2026-08-14,62624.95,11272.49,0.0,0.0,0.0,73897.44,07,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-10113,2026-08-10,65322.76,11758.1,0.0,0.0,0.0,77080.86,24,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-10114,2026-08-01,156748.47,28214.72,0.0,0.0,0.0,184963.19,19,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10115,2026-08-11,147999.71,26639.95,0.0,0.0,0.0,174639.66,29,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-10116,2026-08-06,234003.03,42120.55,0.0,0.0,0.0,276123.58,33,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10117,2026-08-11,180466.99,32484.06,0.0,0.0,0.0,212951.05,29,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10118,2026-08-05,101967.53,18354.16,0.0,0.0,0.0,120321.69,29,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10119,2026-08-11,78499.28,14129.87,0.0,0.0,0.0,92629.15,07,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-10120,2026-08-13,234254.9,42165.88,0.0,0.0,0.0,276420.78,24,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10121,2026-08-08,157184.02,0.0,14146.56,14146.56,0.0,185477.14,27,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-10122,2026-08-02,22948.88,4130.8,0.0,0.0,0.0,27079.68,19,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10123,2026-08-09,69974.1,12595.34,0.0,0.0,0.0,82569.44,29,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10124,2026-08-06,220811.72,39746.11,0.0,0.0,0.0,260557.83,36,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10125,2026-08-04,95534.14,17196.15,0.0,0.0,0.0,112730.29,36,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10126,2026-08-08,209267.51,37668.15,0.0,0.0,0.0,246935.66,07,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10127,2026-08-05,154861.05,0.0,13937.49,13937.49,0.0,182736.03,27,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-10128,2026-08-11,134590.47,24226.28,0.0,0.0,0.0,158816.75,03,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10129,2026-08-14,140877.56,25357.96,0.0,0.0,0.0,166235.52,07,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10130,2026-08-11,30378.69,5468.16,0.0,0.0,0.0,35846.85,36,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10131,2026-08-03,69794.15,12562.95,0.0,0.0,0.0,82357.1,36,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10132,2026-08-02,186892.09,33640.58,0.0,0.0,0.0,220532.67,36,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10133,2026-08-05,74030.29,13325.45,0.0,0.0,0.0,87355.74,07,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10134,2026-08-12,89005.67,16021.02,0.0,0.0,0.0,105026.69,29,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10135,2026-08-11,213963.64,38513.46,0.0,0.0,0.0,252477.1,07,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-10136,2026-08-08,66524.71,11974.45,0.0,0.0,0.0,78499.16,33,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10137,2026-08-14,17445.73,3140.23,0.0,0.0,0.0,20585.96,36,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10138,2026-08-07,208190.28,37474.25,0.0,0.0,0.0,245664.53,07,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10139,2026-08-01,86721.35,0.0,7804.92,7804.92,0.0,102331.19,27,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10140,2026-08-11,245050.5,44109.09,0.0,0.0,0.0,289159.59,07,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10141,2026-08-12,113249.7,20384.95,0.0,0.0,0.0,133634.65,07,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10142,2026-08-07,142422.18,0.0,12818.0,12818.0,0.0,168058.18,27,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-10143,2026-08-02,236537.48,42576.75,0.0,0.0,0.0,279114.23,24,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10144,2026-08-03,138669.62,0.0,12480.27,12480.27,0.0,163630.16,27,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-10145,2026-08-06,147714.84,26588.67,0.0,0.0,0.0,174303.51,23,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10146,2026-08-07,36224.15,6520.35,0.0,0.0,0.0,42744.5,07,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-10147,2026-08-06,225250.46,40545.08,0.0,0.0,0.0,265795.54,06,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-10148,2026-08-14,14774.25,2659.36,0.0,0.0,0.0,17433.61,03,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-10149,2026-08-04,172106.34,30979.14,0.0,0.0,0.0,203085.48,24,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10150,2026-08-02,91651.27,16497.23,0.0,0.0,0.0,108148.5,07,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-10151,2026-08-14,104562.46,18821.24,0.0,0.0,0.0,123383.7,33,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-10152,2026-08-12,42865.57,7715.8,0.0,0.0,0.0,50581.37,19,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10153,2026-08-04,216828.4,39029.11,0.0,0.0,0.0,255857.51,36,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-10154,2026-08-13,48377.83,8708.01,0.0,0.0,0.0,57085.84,03,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10155,2026-08-01,48943.36,8809.8,0.0,0.0,0.0,57753.16,29,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10156,2026-08-06,196684.69,35403.24,0.0,0.0,0.0,232087.93,36,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10157,2026-08-13,169127.25,30442.9,0.0,0.0,0.0,199570.15,29,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10158,2026-08-13,65800.97,0.0,5922.09,5922.09,0.0,77645.15,27,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10159,2026-08-13,176813.16,31826.37,0.0,0.0,0.0,208639.53,07,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10160,2026-08-14,14487.53,2607.76,0.0,0.0,0.0,17095.29,29,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-10161,2026-08-04,53895.34,0.0,4850.58,4850.58,0.0,63596.5,27,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10162,2026-08-08,90666.31,16319.94,0.0,0.0,0.0,106986.25,36,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-10163,2026-08-13,218474.14,39325.35,0.0,0.0,0.0,257799.49,23,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10164,2026-08-01,166708.13,30007.46,0.0,0.0,0.0,196715.59,29,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10165,2026-08-06,73257.75,13186.39,0.0,0.0,0.0,86444.14,29,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-10166,2026-08-13,73385.62,13209.41,0.0,0.0,0.0,86595.03,24,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10167,2026-08-09,102921.2,18525.82,0.0,0.0,0.0,121447.02,07,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-10168,2026-08-09,86131.72,15503.71,0.0,0.0,0.0,101635.43,23,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-10169,2026-08-02,219874.41,0.0,19788.7,19788.7,0.0,259451.81,27,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-10170,2026-08-03,147244.48,26504.01,0.0,0.0,0.0,173748.49,06,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-10171,2026-08-01,31558.62,5680.55,0.0,0.0,0.0,37239.17,06,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10172,2026-08-06,183493.54,33028.84,0.0,0.0,0.0,216522.38,29,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-10173,2026-08-07,153521.17,27633.81,0.0,0.0,0.0,181154.98,24,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-10174,2026-08-02,99372.88,17887.12,0.0,0.0,0.0,117260.0,33,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-10175,2026-08-04,67407.01,12133.26,0.0,0.0,0.0,79540.27,19,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10176,2026-08-07,5414.36,0.0,487.29,487.29,0.0,6388.94,27,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10177,2026-08-13,136920.74,24645.73,0.0,0.0,0.0,161566.47,36,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10178,2026-08-12,185574.23,0.0,16701.68,16701.68,0.0,218977.59,27,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10179,2026-08-06,110667.86,19920.21,0.0,0.0,0.0,130588.07,29,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10180,2026-08-06,157673.08,28381.15,0.0,0.0,0.0,186054.23,07,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10181,2026-08-14,35533.2,6395.98,0.0,0.0,0.0,41929.18,07,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-10182,2026-08-05,129245.01,23264.1,0.0,0.0,0.0,152509.11,36,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-10183,2026-08-07,84914.81,15284.67,0.0,0.0,0.0,100199.48,07,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-10184,2026-08-05,140831.06,0.0,12674.8,12674.8,0.0,166180.66,27,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-10185,2026-08-07,167907.71,30223.39,0.0,0.0,0.0,198131.1,29,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-10186,2026-08-11,188292.97,33892.73,0.0,0.0,0.0,222185.7,29,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-10187,2026-08-10,144430.79,25997.54,0.0,0.0,0.0,170428.33,07,INV
